Reading 1000 pairs.......... done!
Run list:
(1496642114, 1006092441), (1755520840, 1124109734), (1775270452,  765818411), (1292941718,  135014363), (1300273579, 1973921603), ( 768092460,  825846150), (2095488654, 1011275616), ( 624671273, 1119758080), (1946282584,  308294149), (1413696899,   72865441), 
( 645577676, 1094928204) < ( 647612408, 1262639624) < ( 648653199,  936064221) < ( 651068984,  528369531) < ( 651764404, 1490227026) < ( 652261897,  457174901) < ( 652862588,  672091353) < ( 656360222, 1293317233) < ( 658074483, 2090852026) < ( 661925988, 1997270440) < 
( 662527942, 1108086179) < ( 663220197, 1102442999) < ( 664246729,  570752829) < ( 664777928, 1359670842) < ( 665442047, 2072726591) < ( 666948935, 1924361780) < ( 669735503, 1703130017) < ( 671396728, 1738059829) < ( 676134052,  350714266) < ( 678682342,  816254179) < 
( 682045870, 1828705424) < ( 682223081,  920101837) < ( 683287847,  870038553) < ( 683474117, 1827613545) < ( 685326062,  112411297) < ( 688680924,  888261250) < ( 689746418,  159933374) < ( 692473699, 1008886020) < ( 693672160, 1758926710) < ( 702881061,  971591658) < 
( 704906057, 1490480518) < ( 705207204,   17914805) < ( 708789077,  705757379) < ( 711398507,  626053654) < ( 714848463, 1811285731) < ( 715354644,  590161931) < ( 716470449,  684644041) < ( 716696050, 1357817923) < ( 721885747, 1657644473) < ( 723664381, 1601096213) < 
( 723874864, 1730031987) < ( 724846120,  673027951) < ( 726771572, 1343806667) < ( 727433399,  762632318) < ( 728010263, 1045003654) < ( 729936199, 1898340518) < ( 739006241,  872825903) < ( 745884468, 2121092554) < ( 745987449, 1904153006) < ( 746264160, 1697425885) < 
( 747997499, 2049996605) < ( 749373025, 1551658961) < ( 751821984, 1235665021) < ( 753706325,  893353418) < ( 758525409,  920536991) < ( 760469819,  626232519) < ( 763027014,  223224435) < ( 763116483,  589393935) < ( 763199770, 1771478689) < ( 768092460,  825846150) < 
( 769970376,    4170103) < ( 779111900,  926920211) < ( 779492441,  346154593) < ( 786848691, 1513523611) < ( 788564921,  958836055) < ( 790623138,  977224496) < ( 791002879, 2099170892) < ( 791167024,  906842702) < ( 797753568,   20603357) < ( 798176389,  796897110) < 
( 800277638, 1070454915) < ( 804994666,  369789026) < ( 806188553,  908037241) < ( 807597891, 1261538154) < ( 808228078,  607062765) < ( 810860314,  445812304) < ( 813322438, 1351809316) < ( 815691394, 1343449612) < ( 818374963, 2020148540) < ( 819718458, 1949178637) < 
( 820983682, 1937720311) < ( 821494856,  239804598) < ( 821759446,  535997431) < ( 822422835, 1934889010) < ( 824563563,  111913342) < ( 827460704,  517687991) < ( 827565389,  225400962) < ( 831192360,  760981609) < ( 831863393,  239323465) < ( 836039168, 1002376166) < 
( 837942711,  989210449) < ( 838541261,  237673778) < ( 839132633,  115184307) < ( 852225109, 1996206186) < ( 853776395,   39493361) < ( 856334684,  759522527) < ( 856462146,  571509265) < ( 860132861, 1359510718) < ( 860266143,  953658723) < ( 862522141,  477603286) < 
( 865377030, 1487982734) < ( 867226495, 1121743552) < ( 867788289,  265576410) < ( 870751975,  591377966) < ( 871278257, 1082442131) < ( 871543337, 1805517613) < ( 874402802,  873683226) < ( 877988960, 1340425736) < ( 880027728, 1895966139) < ( 882437480,  483428382) < 
( 886449280,  204099048) < ( 886810351,  577586099) < ( 889506574,  324482424) < ( 889701531, 1101556979) < ( 895165845, 1782434115) < ( 895175268, 1161472974) < ( 895385849,   86666558) < ( 899414735, 1145787032) < ( 900117386, 1128622485) < ( 900418801,  520141866) < 
( 900463828, 1393373889) < ( 901996590, 1186171959) < ( 909690420,  493160622) < ( 909939968, 1622145488) < ( 916475458, 1249644325) < ( 916671579, 2126360357) < ( 916962289, 1502891284) < ( 924905770,  985968762) < ( 925737361, 1157788391) < ( 928688758, 2067213817) < 
( 929132536,  340382554) < ( 931502269, 1206938465) < ( 931639714, 1947883962) < ( 931643799, 1733841339) < ( 932768852, 1042689049) < ( 933349079, 2024990115) < ( 934585605, 1196401644) < ( 935616490, 1300660045) < ( 942028771,  822472134) < ( 944585646, 2053886022) < 
( 945662608,  718687833) < ( 946060600, 1137763504) < ( 948342570, 1548712630) < ( 952971418, 1352482948) < ( 955506517,  761236875) < ( 959438629, 1056178726) < ( 959818811, 1059394706) < ( 960655761,  400672451) < ( 962703490, 1877600377) < ( 964131688,  330895433) < 
( 964518702, 1777203453) < ( 965412317, 1304137968) < ( 965594959,  689078323) < ( 965803744, 1138735680) < ( 971423047, 2112332908) < ( 971772460, 1446386130) < ( 977536443,  285271352) < ( 979400774, 1087339754) < ( 983365066, 1281643288) < ( 989947889,  269789470) < 
( 991337972,  912204084) < ( 991664701,  841400495) < ( 995332713, 1260511549) < ( 997325043, 1705051817) < ( 997904949,   34377773) < ( 998410891, 2064840383) < ( 999730607, 1465975395) < (1000769478, 1888704206) < (1001105987,  616101559) < (1002292720, 1352202370) < 
(1002435028,  598968020) < (1003193074, 1630382182) < (1004050105,  957888410) < (1005682948,  431379928) < (1009028759, 1726338838) < (1014479907, 1185225022) < (1014835768,  577116473) < (1016543043, 1492849546) < (1019603012,   12888937) < (1023811983,  438548009) < 
(1030747870, 2059339484) < (1031024705,  477143570) < (1032533930,  763767425) < (1033039114, 1511880056) < (1033900431,  610714983) < (1034006329, 1971253734) < (1039394290, 1966764766) < (1040849650, 1232880060) < (1041015204, 1434423445) < (1042343886, 2000224977) < 
(1043979037, 2102094852) < (1045951828,  230365865) < (1046652236,  463534684) < (1047348990, 1445378317) < (1051033653,  279646615) < (1051768916,  960367404) < (1053323870, 1620204881) < (1054687302, 1453059565) < (1055642053,  183902254) < (1056805689,  301622119) < 
(1057070062, 1279339851) < (1058008501, 1702752832) < (1059438260, 2135065241) < (1059565700,  229712311) < (1060596564,  756545502) < (1062276041,   82083976) < (1065391920, 1786305603) < (1068802149, 1640451306) < (1081441368,  923723090) < (1083217690, 2134383357) < 
(1085781843, 1792473809) < (1085933503, 1442722668) < (1086570142, 1088313882) < (1086967575, 2098430640) < (1088302409, 2042754161) < (1090560943, 2000106083) < (1091751200,  973289875) < (1094587510, 1943245723) < (1098730771,  804670898) < (1104165056,  635388477) < 
(1106558765, 1762267503) < (1106921538, 2074500972) < (1110961551,  288780600) < (1111988664,  884437587) < (1117856429, 2091069353) < (1121554567,   17732916) < (1121795526,  121376829) < (1125287616,  172216601) < (1125666770, 2071021514) < (1125976290,  148171663) < 
(1126149269, 1266793687) < (1126470503,   17210746) < (1126894391, 2104458380) < (1127354645,  775597822) < (1132019515, 1117941773) < (1133229291,  684584139) < (1135934109, 1689382425) < (1138391097,  841237277) < (1140886184,  618355511) < (1150091134, 2047863705) < 
(1150807027,  330559676) < (1151340760, 1566977924) < (1152156874, 1778540018) < (1152697013, 1761841592) < (1154602870,  473896111) < (1156770170,  255741673) < (1158436161, 2140146239) < (1160311205, 1037852899) < (1164420779, 1957271678) < (1164965927,  790360408) < 
(1165000200,  109513573) < (1165919437,  202730044) < (1166172642,  568948245) < (1166555789, 1545674789) < (1169423016, 1371609385) < (1171142989,  512391297) < (1174030323,  146304088) < (1175447031, 1775479320) < (1175897022, 1461434165) < (1179003646, 1558430393) < 
(1180113998, 1790559069) < (1183652504,  227488072) < (1184768161, 2133057041) < (1190473875, 1798849722) < (1191866196, 1944508291) < (1193220255, 1788883319) < (1193881578, 1440155398) < (1194534478,   11238979) < (1197990858, 1673736300) < (1199006118, 1491010814) < 
(1199026394, 1218287141) < (1199229114,  598074770) < (1200606686,  106259788) < (1200731281, 2034912492) < (1204813911, 1452413873) < (1205395856, 1698990827) < (1205564015, 1317065387) < (1207069180, 1654625076) < (1208744832, 1813966764) < (1211728450, 1791698190) < 
(1211830746, 1399257935) < (1217833910, 1190731737) < (1221952999,   42169211) < (1222567001, 1829565255) < (1222825341, 1810013206) < (1224483297, 1838957183) < (1225675916, 1081925700) < (1227551374, 1185588329) < (1229450902,  369591099) < (1231595938,   41805436) < 
(1232422933,  423357782) < (1232489210, 1633305904) < (1237854438,  671826447) < (1238658732,  167937627) < (1241674353, 2034366859) < (1243865028, 1372809697) < (1244364194,  457800807) < (1246715917,  914505892) < (1251263018, 1938834222) < (1251784530,  328526869) < 
(1252604616,   49206223) < (1254197958, 2041807028) < (1255396975, 1943437829) < (1256799299,  455567957) < (1256890063, 1938767891) < (1257622258,  449292342) < (1259955750, 1193863576) < (1260743489, 1087265349) < (1261864282,  452009183) < (1264174094, 1605905151) < 
(1265242929, 2000080771) < (1267048970, 1904145727) < (1267629746, 1801282616) < (1267865961, 1779313080) < (1270881588, 1743632766) < (1272393537, 1975524677) < (1272593482, 2018438518) < (1278866926,  880543804) < (1284175082,  917164655) < (1287391505,  759727995) < 
(1288169603, 1954570304) < (1291133703, 1340941333) < (1291338252, 1408778570) < (1292941718,  135014363) < (1297400020,  221603422) < (1299920048,  640351094) < (1300273579, 1973921603) < (1302818530, 1301816569) < (1310394293,  355153146) < (1310987662,  847579581) < 
(1313585913, 1809734836) < (1314425104,  913721466) < (1317970419, 1223887513) < (1319191378, 1874491457) < (1319228564,  636683572) < (1323378544,  663310045) < (1328593575, 1086858647) < (1329317393, 1944303721) < (1337672039, 1157720510) < (1342132995,   61066290) < 
(1343774528, 1487450191) < (1346471990,  567962045) < (1346509375, 1204591752) < (1347989633, 1965055254) < (1349748846,  119925021) < (1361426758, 1323085387) < (1362551621, 1135211804) < (1364359997, 1487312797) < (1366388374,  151213375) < (1369550717, 1794707512) < 
(1372288261, 1629894356) < (1376705675,  272712290) < (1378732520, 1065695781) < (1382946119, 1354220036) < (1389581641, 1263233302) < (1390716356,  994502807) < (1393540966, 1764699298) < (1393905349, 1306594864) < (1397793826,  643690088) < (1398294845, 2134069450) < 
(1399531350, 1720484533) < (1401724307, 2125020947) < (1401838870, 1580149379) < (1406482887, 1317668433) < (1408386164,  440417623) < (1410614341,  952846863) < (1411524869, 1648088962) < (1413696899,   72865441) < (1415317737,  321693567) < (1417140793,  440123529) < 
(1418297438,  431716149) < (1422667561, 1016220803) < (1424082643, 1934098959) < (1424202516, 1160558138) < (1425308975, 1094831941) < (1425572177, 1730680845) < (1427936580, 1086906325) < (1430228821,  717695137) < (1430291104,  702237981) < (1437091157,  806274018) < 
(1438130512, 1410511377) < (1440219009, 1663609713) < (1446942459, 1692255223) < (1451819328,  708923589) < (1453581532, 1814108516) < (1454136147, 1322047511) < (1454770208, 1369714605) < (1455523679,   40805092) < (1458560693,  188538039) < (1463149115, 1302202392) < 
(1464283494, 1192783600) < (1465391584, 2082677958) < (1467138312, 1080124774) < (1472102941,  288510509) < (1488776273,  946646625) < (1493342381,  411590374) < (1496398751, 1469192546) < (1496642114, 1006092441) < (1497303941,  424918091) < (1498076224, 2089496921) < 
(1498274832, 1861577461) < (1498813267, 1913701805) < (1501427514,  928645542) < (1502976018, 1546834818) < (1503430405, 1030112338) < (1504244870,  959475833) < (1507613898, 1247549332) < (1510227443,  760412268) < (1512732479, 1401462600) < (1517290427,  384316376) < 
(1520558202,  648776977) < (1527617368, 1349760227) < (1529064578,  635480900) < (1529307606,  325169837) < (1538385921,   61732063) < (1540099203,    4450933) < (1540797642, 1590891701) < (1543105311, 1784856184) < (1545013115, 1714746793) < (1546626167, 1643521154) < 
(1551613852,  161432130) < (1551621104,  907319968) < (1553517830,  932696167) < (1554342077, 1806694651) < (1557706434,  929566852) < (1557933177, 2131479664) < (1559792374, 1162165254) < (1571819362, 1868357911) < (1572724851, 1759719921) < (1577123698,  842145492) < 
(1582557732, 1288313756) < (1582923406, 1696391569) < (1591043708,  781199559) < (1593644740, 1316984937) < (1594688817,  330546701) < (1597448906, 1618430479) < (1599580483, 1523779021) < (1600402223, 1776456587) < (1600671215, 2115346198) < (1601131154,  525319705) < 
(1612158309, 1977413518) < (1616291663, 1276194134) < (1622512903, 2035077632) < (1622535637,  837014259) < (1622982282, 1296053516) < (1624221777, 1692870325) < (1627923382, 1508579177) < (1633314118,  834442359) < (1635012435,  821215648) < (1641921181, 1197993306) < 
(1642898544,  374328206) < (1644662332,  880902858) < (1645233822,  503563333) < (1646889732,  517365859) < (1648071035,  960971304) < (1648102577,   98102124) < (1651736273, 2042158970) < (1654186597, 1817701514) < (1665357985, 2010535762) < (1666745512,  486015369) < 
(1667708740, 2103172104) < (1668683133,   52004573) < (1669746611, 1269149815) < (1670346420, 1575089978) < (1672713701, 1457303781) < (1677011438,  614711403) < (1678276611, 1212693874) < (1679351627,  799573029) < (1681014141, 1706159173) < (1683319883,  267286062) < 
(1687273494,  283494351) < (1688729341, 1872081227) < (1690273222,  732865988) < (1693816154, 1193722900) < (1696086514, 2109801663) < (1696735301, 1073178155) < (1702538267, 1447905766) < (1702735370, 1022286707) < (1708046931,  921258944) < (1708774746, 1115043026) < 
(1713133430, 2119550963) < (1713376656, 1809753697) < (1717628343,   78787845) < (1718975613, 1930941220) < (1719836881, 1631645706) < (1724180669, 1662284327) < (1724595799,  658461899) < (1727717491, 1908089482) < (1731076762,  814859302) < (1731399670, 1831852844) < 
(1733136752, 1887463246) < (1739945665, 1974618409) < (1740015251, 2095607270) < (1740085372, 2055701072) < (1741134608,  247875544) < (1741216171, 1920308260) < (1743361278,  569126823) < (1743931912,  113180535) < (1747848275, 1486938902) < (1752397662, 1415785309) < 
(1753133235, 2116491211) < (1753197151,  901599723) < (1753925234, 1951899711) < (1755520840, 1124109734) < (1757621948, 1299075662) < (1759088406,   53653237) < (1760181961, 1528755842) < (1761407978,  426225737) < (1761931245,  543554817) < (1763083389, 1705858166) < 
(1763247114, 1209685601) < (1770044736, 2058714922) < (1775270452,  765818411) < (1777089511, 1546860788) < (1777538793, 1496077696) < (1780432231, 1102816942) < (1781788972, 1731086945) < (1783936637,  390736028) < (1787703854,  832410380) < (1789314987, 1502916694) < 
(1790007828,  729033788) < (1790230188, 1208306229) < (1792883155, 1144804825) < (1793262168,  789961951) < (1795122190,  102313411) < (1795880674, 1901968324) < (1796365610,  594975587) < (1797554333, 1703763931) < (1799922464, 1421309595) < (1804367476, 1661378544) < 
(1804470506,  842567389) < (1805085091, 1608779391) < (1806007941, 1786474906) < (1809033252, 1748543419) < (1810924795,  614076803) < (1812196492,  486631928) < (1814191697, 1197695590) < (1820004450,  611803941) < (1821141357,  701132300) < (1825865327,  734987925) < 
(1826954992,   22120811) < (1834858408,  218065403) < (1836652251, 1404121585) < (1838697108,  452950616) < (1843026854, 1744429122) < (1846660353, 1807526739) < (1851898996,  691142117) < (1854876555, 1983242776) < (1855012465,  572395741) < (1856010785, 1538475771) < 
(1857660199, 2096310649) < (1861358419, 1633614962) < (1861426785, 2012507403) < (1863111180, 1628330535) < (1863806327, 1489348649) < (1866265242,  126558470) < (1867842156, 1127936776) < (1868783596,  434832097) < (1870855346, 1592923195) < (1871377978,  934977113) < 
(1872450582,  861514389) < (1873227540, 1520048579) < (1873852451, 1150653386) < (1874015349,  390054579) < (1874412151,  874693738) < (1876374155, 1672302842) < (1877461682,  244879369) < (1878946174, 1127696013) < (1880476113,   36958655) < (1883887395, 1853817103) < 
(1889920783,   96584870) < (1890980413,  431244284) < (1891154829,  608338628) < (1891554062,  347985528) < (1892359617,  902621094) < (1894372905,  983948757) < (1903117726,  218316491) < (1906393685,  529250023) < (1909246697, 1444832680) < (1911731197, 1735701389) < 
(1912035385,  465144158) < (1913696708, 1444864004) < (1913956746, 1105640996) < (1919860529,  718502151) < (1920868217, 1422214672) < (1922842808,  425401300) < (1924050246, 1430978794) < (1925650820,  289503694) < (1927564656, 1224234297) < (1928305953,  755789795) < 
(1934479343, 1905389490) < (1934853289,  925963344) < (1937107269,  256518215) < (1938925992, 1197920871) < (1938964105, 1164903752) < (1939240283, 1377490091) < (1939539532,  232701354) < (1941789541,   53092437) < (1942629924, 1224907376) < (1944438962,   27598171) < 
(1946282584,  308294149) < (1948906779,  194740197) < (1950795379, 1949488158) < (1953072044,  682802688) < (1955928417,  167021453) < (1959154137,  770613060) < (1962680445,  498152078) < (1963259817, 1393226566) < (1963837452,  159753943) < (1964649166,  321049045) < 
(1966956665,  602239082) < (1969497627, 1095490391) < (1978161695, 1737282144) < (1982205820, 1706753533) < (1988420854, 1295078273) < (1988438965,  487094034) < (1988503777,  669336475) < (1989639809, 1092963447) < (1990945163, 1241877694) < (1994645527, 1738063892) < 
(1995623741,  742158393) < (1995996715, 1293204884) < (1997204664,  154560061) < (1998689140, 1703226398) < (1999166918,  343241142) < (2005957352, 1327191501) < (2008473098,   77972966) < (2010555486,  112872793) < (2015432400,  416735822) < (2019328809,  423322828) < 
(2023947484, 1948897765) < (2025009988,  409118563) < (2029690655, 1226876828) < (2032173913,   52835363) < (2035925745, 1234718736) < (2044736940,  475293426) < (2050675552,  706382530) < (2052187114, 1708076541) < (2054096642, 1146568565) < (2062434515, 1438801870) < 
(2062521475, 1192269243) < (2064184067, 1311165326) < (2064545817, 1616875109) < (2079287279, 1359525200) < (2081985009, 1296551935) < (2084978560,  655532927) < (2085035534,  861174810) < (2085519127, 1179986281) < (2086144915,  467673685) < (2090192933,  733950347) < 
(2090658472, 1495629764) < (2093859362, 1743052888) < (2095488654, 1011275616) < (2096493203,  569238198) < (2097193934, 1302425417) < (2101050956, 1958527779) < (2103139332, 1695932510) < (2103918259, 1004341503) < (2106177326,  542379966) < (2108288311,  464760331) < 
(2111438625, 1165202833) < (2113561052,  652441536) < (2114223615, 1784809720) < (2114414992,  389477231) < (2115871326,  263984746) < (2117323771,  101153965) < (2118141447,  145301412) < (2120261316, 1768142618) < (2120651007, 1606535415) < (2121187560, 1320587043) < 
(2124505773, 1018295961) < (2126267634, 2039515642) < (2127298693,  168530795) < (2131741784, 1157901910) < (2133829841,  382244966) < (2134033757, 2080709090) < (2134401912, 1133303223) < (2134819838, 1189167312) < (2143777123, 1836384195) < (2146264510, 1743067033)

Running: Selection-Sort
Finished in 4212us
(    699302,  557334537) < (    785945,   56158636) < (   3639182,  525921082) < (   8305633,  285843761) < (   9471290,  856420296) < (  11730820,  999589648) < (  11901143, 1155019880) < (  12233588, 1827892398) < (  13281778,  441592061) < (  16036074, 1768018779) < 
(  18811592, 1462974766) < (  19768338,  819449303) < (  21754295,  168661668) < (  24100907,  846980614) < (  24813829,   51754953) < (  26458647,  819323572) < (  28242367,  979924222) < (  29793528,  406251428) < (  30525919,  806354923) < (  33947059,  637098113) < 
(  41448053,  556040135) < (  41907890, 2065343740) < (  43850520,  481120101) < (  44080577,  837348554) < (  50246197,  994522129) < (  51229552, 2004656578) < (  52963719,  476266019) < (  53938989,  229663710) < (  55378480,   61000091) < (  57688662, 1119563465) < 
(  59142854,   35190119) < (  68322567,  143754683) < (  69551646,  968143965) < (  69565692, 2105633868) < (  71538478, 2130541365) < (  77285662,   79008720) < (  79866886, 1741400721) < (  80120695,  657338451) < (  86288486, 1594098119) < (  86597202, 1129633732) < 
(  86918163,  927742608) < (  87634560, 1118956208) < (  93875320,  315193793) < (  97462258, 1635189852) < (  98165321,  685116416) < (  99500324,  549785621) < ( 100123043, 1963292560) < ( 102854751,  541205820) < ( 102883083, 1705564298) < ( 103890701, 1285188945) < 
( 105516603,   24160995) < ( 106066087,  167666779) < ( 106443321,  669339810) < ( 108090962,  172960210) < ( 110820401, 1321467710) < ( 111938106, 1080599559) < ( 114672300,  695887913) < ( 115917878, 1488103919) < ( 117680818,    4292847) < ( 117964073,  806716652) < 
( 118879350, 1878420387) < ( 120278634,  180970795) < ( 123002846, 1014783014) < ( 124849213,  819220835) < ( 125068728,  838580190) < ( 125666107, 1891608740) < ( 126439343,  285664624) < ( 126439581, 1336618796) < ( 129635175,  136640998) < ( 131721016, 1580553852) < 
( 132101606,  398965203) < ( 132387886, 2060628393) < ( 135182749,   30368505) < ( 137982388,  344756061) < ( 140507020,  789475705) < ( 142305270,  122641780) < ( 143273654,  930406947) < ( 146844188, 1093975543) < ( 146977982,  691383854) < ( 149503195,  123538246) < 
( 149766567,  671111997) < ( 151813518, 1280694521) < ( 153345426,  978696824) < ( 155516314, 1023269670) < ( 159032883, 1109556342) < ( 161136394,  716729676) < ( 161357295,  411571339) < ( 161557976,   20544066) < ( 163358658,  746533141) < ( 163582339,   21526565) < 
( 167522557, 1150631408) < ( 170196634, 1318733614) < ( 174061690, 1684912117) < ( 174874036,  225248722) < ( 174884209,  650929798) < ( 175268722, 1719192827) < ( 178718656, 1179513998) < ( 179107056,  152774150) < ( 179423590,   79912851) < ( 180040151, 1878140440) < 
( 181733815,  293327668) < ( 182948560, 1685149768) < ( 188055893, 2021776228) < ( 192794632,  124094518) < ( 193053142,   18364468) < ( 193982264,   94703136) < ( 194889603,  254685692) < ( 195819166, 1359778617) < ( 196047901,  778275500) < ( 196485623,  632849637) < 
( 199325106,  658529248) < ( 199492068,  105411984) < ( 201728112,  407572705) < ( 205879618,  209325010) < ( 209924282,    2759890) < ( 210010078, 1796499220) < ( 211642649,  162628693) < ( 212899381,   79238237) < ( 217119455,  236636539) < ( 217294622, 1461423725) < 
( 217751758,  720341899) < ( 220216395,  342405578) < ( 225614826, 1435342689) < ( 226838915,  847457614) < ( 230510844, 1132182408) < ( 234937582,  356731791) < ( 236264577,  325505377) < ( 237390359, 1104620719) < ( 240948187,  392911876) < ( 244094486,  289475314) < 
( 244257195,   30057037) < ( 245367407,  154974022) < ( 245815249,  785205103) < ( 247474645,  132086331) < ( 248929102, 2059281726) < ( 249720371,  433044455) < ( 254912719, 1444166033) < ( 255839823, 1328162561) < ( 256303750,  719215822) < ( 256774297,  338252609) < 
( 263553787,  272452416) < ( 265639923,  246098662) < ( 268052955,   77904769) < ( 269011382, 1935612926) < ( 272965842, 1795770843) < ( 273657873,   80892988) < ( 274060861,    2563257) < ( 276563997,  977912202) < ( 277301062,  380591896) < ( 279662815, 1171956395) < 
( 280522647, 1806620394) < ( 280550147,  311596704) < ( 282182577,  726617949) < ( 282253576,  343793324) < ( 287538900,  632637913) < ( 287891017,  330109496) < ( 291406591,  230577714) < ( 297015020, 1276414089) < ( 297628386,  147572961) < ( 301835171,  457401552) < 
( 309036894, 1944753629) < ( 313490157, 1220940962) < ( 314115263,  592593613) < ( 315388784,  912018549) < ( 316338452, 1832661930) < ( 317139553,  540569251) < ( 321777454, 1966194671) < ( 322868408, 2127080017) < ( 324562808,   99708366) < ( 325655150, 2069469864) < 
( 327049026, 1804433763) < ( 327483119,   85326735) < ( 329429695,  328378958) < ( 329770342,  639241468) < ( 330040069,  543142414) < ( 332629932,  472900299) < ( 332831918,  286629041) < ( 335563023,  301779496) < ( 336337859, 1726341682) < ( 337748827,  895549716) < 
( 338241738, 1560385900) < ( 338939134, 1415396173) < ( 340133211, 1450365682) < ( 340402111, 1087741185) < ( 340756609,  647564154) < ( 345826386,  168796822) < ( 347742926, 1464847611) < ( 355902223,  418047629) < ( 356766657, 1086254838) < ( 362355974,  363496401) < 
( 367656437,  774005333) < ( 367805176,  744460954) < ( 368185967, 1694679723) < ( 368963668, 1017716371) < ( 370598123, 1861833019) < ( 370803737, 1100712751) < ( 371569330, 1406699566) < ( 377006139, 1190791218) < ( 377526101,  235504061) < ( 378114131, 1136947190) < 
( 380588523, 1881895123) < ( 386398654,  396790790) < ( 389588180,  290618988) < ( 391641290,  514431262) < ( 391713916,  837428604) < ( 392809424, 1626159578) < ( 395142845, 1246643961) < ( 395558023, 1794956236) < ( 396703205,  489209399) < ( 399314991,  437063049) < 
( 399562794,  330439467) < ( 400504619, 1023635125) < ( 401762954, 2081685726) < ( 403486773, 2113573281) < ( 411444036, 1854915140) < ( 414205512,  663229412) < ( 415169238, 1803616239) < ( 420483291,  842277486) < ( 425059127, 1602879643) < ( 429571901, 1519164794) < 
( 431108607,  991758151) < ( 431178704, 1116008342) < ( 431959620,  804675082) < ( 432222268,  133877965) < ( 436600569,  520530023) < ( 439301682,  742482935) < ( 439948081, 1754235352) < ( 440622959, 2123683875) < ( 440796157,  405726114) < ( 442844690,  424268575) < 
( 444907748, 1518535609) < ( 448144131,  827208317) < ( 449316230, 1202677743) < ( 451755015,  461003750) < ( 452560424,  665149651) < ( 458596810, 2097085044) < ( 466122214,  928435690) < ( 466470556,  856789281) < ( 466822140,  972524724) < ( 467212076, 2097577406) < 
( 467558812,  900680992) < ( 468113186, 1518193762) < ( 468912702,  824712383) < ( 473039022,  843562886) < ( 474594100,  128979123) < ( 475656189, 1685783509) < ( 476267200,  521815817) < ( 477971913, 1174820581) < ( 478509985, 1565554469) < ( 485079708,  204949387) < 
( 485234408,   56158152) < ( 485817745,  222543963) < ( 486547999, 2054526171) < ( 492690157, 1931927321) < ( 497518685,  914525362) < ( 501725420, 1834844350) < ( 503090212, 1507338754) < ( 507331291,  714795319) < ( 510233543,  900004683) < ( 514648377, 2102049510) < 
( 515340855, 1659203886) < ( 516341754,   68155197) < ( 518035711, 1323184565) < ( 518417618,  826384194) < ( 520210249,  361712772) < ( 521238920,  537008747) < ( 525135498,  455320600) < ( 528142992, 1913307358) < ( 528651925,  451634184) < ( 530367834, 1537892287) < 
( 531534994, 2039129182) < ( 532643036, 1383412522) < ( 536284326, 2017410043) < ( 539419722,   19073348) < ( 541628430, 1484705656) < ( 543941821,  516041372) < ( 545394533, 1210774048) < ( 548326181, 1728236609) < ( 551440889,  942056162) < ( 551960850, 2141822866) < 
( 561289086,  747316136) < ( 564764836,  521488746) < ( 567704912,  231121087) < ( 577223139, 2067286447) < ( 585702716,  902560589) < ( 586800678,  514057147) < ( 587871629, 2055029234) < ( 588428996, 1321369255) < ( 589495975, 1205743506) < ( 592482613, 1799438391) < 
( 594568700,  227472596) < ( 596647023,   61411493) < ( 604117493,  598896145) < ( 606357259, 1019101125) < ( 606426625, 1829187146) < ( 606653173, 1142568466) < ( 606851171, 2114081289) < ( 607680897,  530173356) < ( 608736778,  925036751) < ( 609175367, 2089004443) < 
( 614217495,  622429964) < ( 614882979, 1434591387) < ( 615582049, 1399025081) < ( 617924235,   52367542) < ( 617946675,  317000563) < ( 619488729,  627551997) < ( 619656013,  574452109) < ( 624671273, 1119758080) < ( 626586938,  602624858) < ( 627817670, 1960059904) < 
( 628471567,  701822535) < ( 631608182,  599587545) < ( 634354466, 1784744542) < ( 635992956,  871303679) < ( 636518562, 1697180254) < ( 637772470,  729204770) < ( 641351520,  534560491) < ( 642996288, 1910522354) < ( 643307560, 1465508302) < ( 645464843, 1392725688) < 
( 645577676, 1094928204) < ( 647612408, 1262639624) < ( 648653199,  936064221) < ( 651068984,  528369531) < ( 651764404, 1490227026) < ( 652261897,  457174901) < ( 652862588,  672091353) < ( 656360222, 1293317233) < ( 658074483, 2090852026) < ( 661925988, 1997270440) < 
( 662527942, 1108086179) < ( 663220197, 1102442999) < ( 664246729,  570752829) < ( 664777928, 1359670842) < ( 665442047, 2072726591) < ( 666948935, 1924361780) < ( 669735503, 1703130017) < ( 671396728, 1738059829) < ( 676134052,  350714266) < ( 678682342,  816254179) < 
( 682045870, 1828705424) < ( 682223081,  920101837) < ( 683287847,  870038553) < ( 683474117, 1827613545) < ( 685326062,  112411297) < ( 688680924,  888261250) < ( 689746418,  159933374) < ( 692473699, 1008886020) < ( 693672160, 1758926710) < ( 702881061,  971591658) < 
( 704906057, 1490480518) < ( 705207204,   17914805) < ( 708789077,  705757379) < ( 711398507,  626053654) < ( 714848463, 1811285731) < ( 715354644,  590161931) < ( 716470449,  684644041) < ( 716696050, 1357817923) < ( 721885747, 1657644473) < ( 723664381, 1601096213) < 
( 723874864, 1730031987) < ( 724846120,  673027951) < ( 726771572, 1343806667) < ( 727433399,  762632318) < ( 728010263, 1045003654) < ( 729936199, 1898340518) < ( 739006241,  872825903) < ( 745884468, 2121092554) < ( 745987449, 1904153006) < ( 746264160, 1697425885) < 
